DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16 12:00:00,4.222888888888889,0.22899999999999998,234.6438888888889,18.1,0.0,0.5277777777777778,16.86111111111111
2006-12-16 18:00:00,2.936533333333333,0.07410555555555555,236.40375000000003,12.581111111111111,0.0,1.4638888888888888,11.997222222222222
2006-12-17 00:00:00,2.115638888888889,0.09180555555555554,243.218,9.058333333333334,0.0,4.627777777777777,2.2555555555555555
2006-12-17 06:00:00,2.243811111111111,0.12462222222222223,239.75202777777778,9.563888888888888,3.0555555555555554,6.052777777777778,5.5555555555555545
2006-12-17 12:00:00,2.5645777777777776,0.17855555555555555,238.87391666666667,10.767222222222223,2.591666666666667,0.27499999999999997,17.474999999999998
2006-12-17 18:00:00,2.493916666666667,0.23281111111111108,238.5041666666667,10.606666666666667,0.0,0.6749999999999999,11.77222222222222
2006-12-18 00:00:00,0.4173166666666666,0.11828888888888889,245.2516388888889,1.7944444444444445,0.0,0.28611111111111115,2.091666666666667
2006-12-18 06:00:00,1.6072444444444445,0.10082777777777778,240.1338611111111,6.71,2.952777777777778,0.2611111111111111,13.502777777777778
2006-12-18 12:00:00,1.8432777777777778,0.11156666666666666,241.71066666666664,7.61388888888889,0.0,0.23055555555555554,17.697222222222223
2006-12-18 18:00:00,2.2539,0.1187388888888889,237.83061111111112,9.568333333333333,0.0,6.502777777777777,5.647222222222222
2006-12-19 00:00:00,0.4100333333333333,0.08679444444444444,243.56408333333331,1.8033333333333335,0.0,0.48333333333333334,1.4805555555555554
2006-12-19 06:00:00,1.8062555555555555,0.10190555555555554,239.9675277777778,7.72,2.3305555555555557,12.833333333333334,4.627777777777777
2006-12-19 12:00:00,0.8230444444444444,0.10838333333333333,242.76144444444444,3.468888888888889,0.0,0.8888888888888888,6.280555555555556
2006-12-19 18:00:00,1.5889833333333334,0.12220000000000002,241.70419444444443,6.713333333333334,0.0,6.911111111111111,4.825
2006-12-20 00:00:00,0.39409999999999995,0.09489444444444443,245.42736111111108,1.6755555555555555,0.0,0.40277777777777773,1.4388888888888889
2006-12-20 06:00:00,1.7526777777777778,0.1113,241.89963888888892,7.294999999999999,0.0,6.511111111111112,12.633333333333333
2006-12-20 12:00:00,0.9112333333333332,0.08882222222222223,243.6436388888889,3.785,0.0,0.18611111111111112,8.766666666666666
2006-12-20 18:00:00,3.124622222222222,0.1522,238.26161111111108,13.113888888888889,0.0,0.2555555555555556,16.224999999999998
